Name,Title,department,Education
 Carlos Jimenez,. Professor of Architecture, Professor of Computer Science,BArch (1981) University of Houston
 Randy John,. Lecturer of Materials Science and NanoEngineering, Professor of Computer Science,"BS (1976), MS (1977), PhD (1979) Ohio State University"
 Christopher M. Johns-Krull,. Professor of Physics and Astronomy, Faculty Senate Speaker,"BA, BS (1989) University of Texas–Austin; MA (1991), PhD (1994) University of California–Berkeley"
 Amanda L. Johnson,. Lecturer of English, Faculty Senate Speaker,"BA (2006) University of Chicago; MA (2008) University of York; MA (2009), PhD (2013) Vanderbilt University"
 Bruce R. Johnson,. Research Professor in Chemistry, Executive Director of the Rice Quantum Institute,BA (1975) University of Minnesota; PhD (1981) University of Wisconsin–Madison
 Cassidy Johnson,. Lecturer of BioSciences, Executive Director of the Rice Quantum Institute,"BSc (2001), MSc (2005) Texas A&M; PhD (2011) Rice University"
 David B. Johnson,. Professor of Computer Science and of Electrical and Computer Engineering, Executive Director of the Rice Quantum Institute,"BA (1982), MS (1985), PhD (1990) Rice University"
 Lacy Johnson,. Associate Professor of Creative Writing, Executive Director of the Rice Quantum Institute,BA (2000) University of Missouri–Columbia; MA (2004) University of Kansas; PhD (2008) University of Houston
 Raymond Johnson,. Adjunct Professor of Mathematics, Executive Director of the Rice Quantum Institute,"BSc (1967), MA (1968) University of Cambridge; PhD (1970) University of Warwick"
 Richard R. Johnson,. Professor in the Practice of Environmental Studies in Sociology, Executive Director of the Rice Quantum Institute,BS (1992) Rice University; MS (1997) University of Virginia
 B. Frank Jones,. Noah Harding Professor of Mathematics, Executive Director of the Rice Quantum Institute,BA (1958) Rice Institute; PhD (1961) Rice University
 Stephanie Johnson,. Assistant Professor of Finance, Executive Director of the Rice Quantum Institute,"BEc (2010) University of Tasmania; MA (2014), PhD (2019) Northwestern University"
 Mark P. Jones,. Joseph D. Jamail Chair in Latin American Studies, Professor of Political Science,BA (1989) Tulane University; PhD (1994) University of Michigan
 Matthew Jones,. Norman and Gene Hackerman Assistant Professor in Chemistry and Materials Science and NanoEngineering, Professor of Political Science,BS (2007) Carnegie Mellon University; PhD (2014) Northwestern University
 Steven L. Jones,. Lecturer of Kinesiology, Professor of Political Science,BS (1977) Baylor University; MA (2002) Bryn Mawr College; PhD (2008) University of Texas–Austin
 Betty Joseph,. Professor of English, Professor of Political Science,BA (1985) University of Bombay; MA (1987) Jawaharlal Nehru University; MA (1989) Syracuse University; PhD (1995) University of Minnesota
 Kresimir Josic,. Adjunct Professor of BioSciences, Professor of Political Science,BSc (1994) University of Texas–Austin; PhD (1999) Pennsylvania State University
 Mack Joyner,. Assistant Teaching Professor and Director of the Professional Master’s Program, Professor of Political Science,"BS (2002), MS (2005), PhD (2008) Rice University "
 Markku Juntti,. Adjunct Professor of Electrical and Computer Engineering, Professor of Political Science,"MS (1993), PhD (1997) University of Oulu, Finland"
 Ahmad Kabbani,. Lecturer of Materials Science and NanoEngineering, Professor of Political Science,"License in Chemistry (1972), Teaching Diploma (1973) Lebanese University; PhD (1979) University of California - Davis"
 Ali Kakhbod,. Assistant Professor of Finance, Professor of Political Science,"MS (2011), MS (2012), PhD (2013) University of Michigan; PhD (2021) Massachusetts Institute of Technology"
 Ganesh Kailasam,. Adjunct Professor of Chemistry, Professor of Political Science,"BS (1985) A.C. College of Technology, Chennai, India; PhD (1991) Pennsylvania State University"
 Prashant Kale,. Associate Professor of Strategic Management, Professor of Political Science,"BE (1986) Pune University, India; MA (1996), PhD (1999) Wharton School of Business"
 Ajay Kalra,. Herbert S. Autry Chair in Business, Professor of Marketing,MA (1980) Birla Institute of Technology and Science; PhD (1992) Duke University
 Benjamin C. Kamins,. Herbert S. Autry Chair in Business, Professor of Marketing,MA (1980) Birla Institute of Technology and Science; PhD (1992) Duke University
 Vincent Kaminski,. Professor in the Practice of Management, Professor of Marketing,"PhD (1975) Main School of Planning and Statistics, Warsaw, Poland; MBA (1978) Fordham University"
 Paul Kantor,. Sallie Shepherd Perkins Professor of Violin, Professor of Marketing,"BMus (1977), MMus (1978) The Juilliard School"
 S.C. Kaplan,. Lecturer of French, Professor of Marketing,"BA (2008) University of Virginia; MA (2011), PhD (2016) University of California–Santa Barbara"
 Sergio Kapusta,. Adjunct Professor of Materials Science and NanoEngineering, Professor of Marketing,"BS (1975) University of Buenos Aires; PhD (1979), MBA (2006) Rice University; MBA (2011) University of Pennsylvania"
 Jaclyn Kaslovsky,. Assistant Professor of Political Science, Professor of Marketing,"BA (2015) New York University; MA (2017), PhD (2020) Harvard University"
 Lydia Kavraki,. Noah Harding Professor of Computer Science, Bioengineering,"BS (1989) University of Crete; MS (1992), PhD (1995) Stanford University"
 Christina Keefe,. Professor in the Practice in Theatre, Director of the Theatre Program,BFA (1979) New York University; MFA (1994) University of South Carolina
 Kevin Kelly,. Associate Professor of Electrical and Computer Engineering, Applied Physics Graduate Program Chair,"BS (1993) Colorado School of Mines; MS (1996), PhD (1999) Rice University"
 Caleb Kemere,. Associate Professor of Electrical and Computer Engineering and Bioengineering, Applied Physics Graduate Program Chair,BS (1998) University of Maryland College Park; MS (2000) Stanford University; PhD (2006) Stanford University
 Suzanne E. Kemmer,. Associate Professor of Linguistics and Cognitive Sciences, Applied Physics Graduate Program Chair,"BA (1980) Rice University; MA (1985), PhD (1988) Stanford University"
 Ching-Hwa Kiang,. Associate Professor of Physics and Astronomy and Bioengineering, Applied Physics Graduate Program Chair,BS (1987) National Taiwan University; PhD (1995) California Institute of Technology
 Alexandra Kieffer,. Assistant Professor of Musicology, Applied Physics Graduate Program Chair,"BA Grinell College; MA (2009), MPhil (2011), PhD (2014) Yale University"
 Thomas C. Killian,. Dean of Wiess School of Natural Sciences, E. Dell Butcher Professor of Physics and Astronomy,AB (1991) Harvard University; MPhil (1993) Cambridge University; PhD (1999) Massachusetts Institute of Technology
 Eun Hee Kim,. Lecturer of Korean, E. Dell Butcher Professor of Physics and Astronomy,"BA (2008), MEd (2010) Korea University, South Korea; MA (2014), PhD (2019) University Illinois"
 Jaymin Kim,. T.T. and W.F. Chao Assistant Professor, Assistant Professor of Transnational Asian Studies,"BA (2008) Rice University; MA (2011), PhD (2018) University of Michigan"
 Minjae Kim,. Assistant Professor of Management, Assistant Professor of Transnational Asian Studies,"BA (2012) University of Chicago; SM (2017), PhD (2018) Massachusetts Institute of Technology"
 Rachel Tolbert Kimbro,. Dean of School of Social Sciences, Professor of Sociology,"BA (2001) Rice University; MA (2003), PhD (2005) Princeton University"
 Marek Kimmel,. Professor of Statistics and Bioengineering, Associate Department Chair of Statistics,"MS (1977), PhD (1980) Silesian Technical University"
 Kristi Kincaid,. Associate Teaching Professor, Associate Department Chair of Statistics,BS (1998) University of California–Berkeley; PhD University of Colorado–Boulder
 Danielle King,. Assistant Professor of Psychological Sciences, Associate Department Chair of Statistics,"BA (2012) Spelman College; MA (2015), PhD (2018) Michigan State University"
 Eden King,. Lynette S. Autrey Professor of Psychological Sciences, Associate Department Chair of Statistics,"BA (2001), MA (2004), PhD (2006) Rice University"
 Stefan Kirchner,. Adjunct Assistant Professor of Physics and Astronomy, Associate Department Chair of Statistics,"Vordiplom (1993), MS (1995), Diplom (1997) University of Würzburg; PhD (2002) Technical University of Karlsruhe, Germany"
 Natasha Kirienko,. Associate Professor of BioSciences, Associate Department Chair of Statistics,"BS (2002), MS (2004) Southern Federal University, Russia; PhD (2009) University of Wyoming"
 David E. Kirk,. Associate Professor of Tuba, Associate Department Chair of Statistics,BM (1982) Juilliard School of Music
 Andrew A. Klein,. Lecturer of the Program in Writing and Communication, Associate Department Chair of Statistics,"BA (2002) University of Michigan; MA (2010), PhD (2013) Rice University"
 Anne C. Klein,. Professor of Religion, Associate Department Chair of Statistics,BA (1969) State University of New York at Binghamton; MA (1971) University of Wisconsin–Madison; PhD (1981) University of Virginia
 Hector Klie,. Adjunct Professor of Computational and Applied Mathematics, Associate Department Chair of Statistics,"BS (1982), MSc (1991) Universidad Simón Bolívar; MSc (2007) PhD (1996) Rice University"
 Katharina Kley,. Lecturer of German, Associate Department Chair of Statistics,BA (2002) University of Greifswald; MA (2006) University of Arizona; MA (2008) University of Leipzig; PhD (2015) University of Iowa
 Edward W. Knightly,. Sheafor-Lindsay Professor of Electrical and Computer Engineering, and Professor of Computer Science,"BS (1991) Auburn University; MS (1992), PhD (1996) University of California–Berkeley"
 Michael H. Kohn,. Associate Professor of Ecology and Evolutionary Biology, and Professor of Computer Science,MSc (1994) University of Munich; PhD (2000) University of California–Los Angeles
 Balaji Koka,. Associate Professor of Strategic Management, and Professor of Computer Science,"BE (1984) Madurai Kamaraj University, India; MBA (1987) Indian Institute of Management, India; PhD (1999) University of Pittsburgh"
 Anatoly B. Kolomeisky,. Professor of Chemistry and of Chemical and Biomolecular Engineering, Department Chair of Chemistry,"MS (1991) Moscow State University; MS (1996), PhD (1998) Cornell University"
 Yunmi Kong,. Assistant Professor of Economics, Department Chair of Chemistry,AB (2008) Princeton University; PhD (2016) New York University
 Junichiro Kono,. Karl F. Hasselmann Professor in Engineering, Professor of Electrical and Computer Engineering,"BS (1990), MS (1992) University of Tokyo; PhD (1995) State University of New York–Buffalo"
 Philip T. Kortum,. Associate Professor of Psychological Sciences, Professor of Electrical and Computer Engineering,BS (1985) University of Nebraska; MS (1990) Northeastern University; PhD (1994) University of Texas–Austin
 Daniel R. Kowal,. Dobelman Family Assistant Professor, Assistant Professor of Statistics,"BA (2012) Washington University; MS (2015), PhD (2017) Cornell University"
 Uriah Kriegel,. Professor of Philosophy, Assistant Professor of Statistics,"BA (1996), MA (1998) Hebrew University of Jerusalem; PhD (2003) Brown University"
 Jeffrey J. Kripal,. J. Newton Rayzor Professor of Religion, Associate Dean of Humanities,"BA (1985) Conception Seminary College; MA (1987), PhD (1993) University of Chicago"
 Mark Krouskop,. Lecturer of Theater and Theater Production Manager, Associate Dean of Humanities,"BA (2002), MFA (2012) University of Houston"
 Thomas A. Krouskop,. Adjunct Professor of Kinesiology, Associate Dean of Humanities,"BA (1967), MS (1969), PhD (1971) Carnegie-Mellon University"
 László Kürti,. Professor of Chemistry, Associate Co-Chair for Graduate Studies,"Diploma (1998) University of Debrecen, Hungary; MS (2001) University of Missouri; PhD (2006) University of Pennsylvania"
 Anastasios Kyrillidis,. Assistant Professor of Computer Science, Assistant Professor of Electrical and Computer Engineering,"Diploma (2008), MA (2010) Polytechnion Kritis; PhD (2014) Ecole polytechnique fédérale de Lausanne"
 Shannon LaBove,. Lecturer of Forensics, Assistant Professor of Electrical and Computer Engineering,BA (1997) University of Houston; MA (2002) West Texas A&M University; JD (2005) Georgia State University
 David R. Lairson,. Adjunct Professor of Economics, Assistant Professor of Electrical and Computer Engineering,"BA (1970), MA (1971), PhD (1975) University of Kentucky"
 Colleen R. Lamos,. Associate Professor of English, Assistant Professor of Electrical and Computer Engineering,BA (1978) State University of New York–Binghamton; PhD (1988) University of Pennsylvania
